"_id","name","code","shorthand","status","createdby","createdAt","updatedAt","__v"
"67fb6112eef2f7526d5bbc4d","India","IN","IN","Active","67cf57d8d2169b206e2c5886","2025-04-13T07:00:34.487Z","2025-04-13T07:00:34.487Z",0
