"_id","apprvl_flw_id","apprv_func","apprv_creatr_opt","apprvr1","apprvr2","status","createdby","createdAt","updatedAt","__v"
"67d555aa16eefee9870add00","DOCMPRQAllAllAllAU1BR00BU00","67cfdb56959a7e253e6c8679","All Users","67d553d316eefee9870ad48e","67d5553816eefee9870ad8ad","Active","67cfce0f10a035e9c1ea7e29","2025-03-15T10:25:46.035Z","2025-03-15T10:25:46.035Z",0
