"_id","func_code","func_desc","status","createdby","createdAt","updatedAt","__v"
"67cfdb56959a7e253e6c8679","DOCMPRQ","Document Mapping Request","Active","67cf57d8d2169b206e2c5886","2025-03-11T06:42:30.885Z","2025-03-11T06:42:30.885Z",0
